x,y,Street Address,Postcode,Charge Type
353593,684962,Dirleton Road,EH39 5DF,Surcharging
350044,683837,Archerfield Estate Dirleton,EH39 5HQ,Free
354019,682340,Opp North Berwick Fry,EH39 5JE,Surcharging
356452,684632,TANTALLON ROAD,EH39 5NF,Free
323581,674730,COMELY BANK,EH4 1AF,Free
323581,674730,COMELY BANK,EH4 1AF,Free
323967,674704,Comely Bank Road,EH4 1AW,Free
323967,674704,Comely Bank Road,EH4 1AW,Free
324379,674693,Raeburn Place,EH4 1HJ,Free
324507,674671,RAEBURN PLACE,EH4 1HN,Free
324288,674738,Raeburn Place,EH4 1HQ,Free
322630,674415,Craigleith Road,EH4 2EB,Free
322633,674661,SOUTH GROATHILL AVENUE,EH4 2LN,Free
322958,675637,Crewe Toll,EH4 2NT,Free
323095,675419,CREWE ROAD NORTH,EH4 2NY,Surcharging
322448,675595,Easter Drylaw Place,EH4 2QF,Free
322027,675521,Groathill Road,EH4 2SW,Surcharging
322322,675610,FERRY ROAD,EH4 2TX,Free
323004,674999,CREW ROAD SOUTH,EH4 2XU,Free
322491,674326,QUEENSFERRY ROAD,EH4 3HL,Surcharging
321868,676118,MacMillan Square,EH4 4AB,Free
322565,676057,FERRY ROAD DRIVE,EH4 4DD,Surcharging
321261,676189,Muirhouse Gardens,EH4 4TD,Surcharging
321261,676189,Muirhouse Gardens,EH4 4TD,Surcharging
320454,675600,CRAMOND RD SOUTH,EH4 6AA,Free
318264,675045,QUEENSFERRY ROAD,EH4 6AT,Free
318264,675045,QUEENSFERRY ROAD,EH4 6AT,Free
318264,675045,QUEENSFERRY ROAD,EH4 6AT,Free
318573,675080,WHITEHOUSE ROAD,EH4 6BU,Free
319800,674276,RANNOCH TERRACE,EH4 7ER,Free
319252,674902,QUEENSFERRY ROAD,EH4 7QD,Free
359060,677437,High St,EH40 3BQ,Free
350857,674033,Hopetoun Drive,EH41 3AT,Free
351646,673883,HIGH STREET,EH41 3ET,Surcharging
349500,673764,Haddington Retail Park,EH41 3FW,Free
351539,674061,NEWTON PORT,EH41 3LZ,Free
351315,673908,COURT STREET,EH41 3NP,Free
351315,673908,COURT STREET,EH41 3NP,Free
351315,673908,Court Street,EH41 3NP,Free
351375,673922,COURT STREET,EH41 3NS,Free
351375,673922,COURT STREET,EH41 3NS,Free
351375,673922,COURT STREET,EH41 3NS,Free
352043,673738,KIRK VIEW,EH41 4AP,Surcharging
353581,668091,Duns Road,EH41 4QW,Free
367675,678671,Countess Crescent,EH42 1DX,Free
368042,678764,High Street,EH42 1EN,Free
367933,678953,HIGH STREET,EH42 1ER,Free
367869,678999,High Street,EH42 1JJ,Free
368343,678189,Spott Road,EH42 1LE,Free
368343,678189,Spott Road,EH42 1LE,Free
365784,678064,School Brae West Barns,EH42 1UA,Surcharging
333206,636727,HIGH STREET,EH44 6HA,Surcharging
333204,636763,HIGH STREET,EH44 6HB,Free
333692,636751,Caddon Court,EH44 6LW,Surcharging
332923,636514,Peebles Road,EH44 6QZ,Free
325352,640461,Eastgate,EH45 8AA,Free
325123,640426,HIGH STEET,EH45 8AQ,Free
325503,640490,Innerleithan Road,EH45 8AZ,Free
325075,641438,Edinburgh Road,EH45 8ED,Free
325011,640975,DOVECOT ROAD,EH45 8EQ,Free
325308,640555,Northgate,EH45 8RS,Free
325293,640456,EASTGATE,EH45 8SL,Free
325293,640456,EASTGATE,EH45 8SL,Free
315022,651732,Main Street,EH46 7EE,Free
294590,665140,Baillie Street,EH47 0ET,Free
296074,665214,MAIN STREET,EH47 0JB,Free
293850,664777,WEST MAIN STREET,EH47 0LP,Free
294613,664979,Westmain Street,EH47 0QB,Free
294234,664920,WEST MAIN STREET,EH47 0QR,Free
294507,664984,WEST MAIN STREET,EH47 0QX,Free
294717,665005,EAST MAIN STREET,EH47 0RB,Surcharging
294807,665012,East Main Street,EH47 0RD,Free
293520,665250,Heartlands Court,EH47 0TB,Free
298817,666010,A ROWAN STREET,EH47 7EA,Surcharging
298578,665787,a Sycamore Road,EH47 7LQ,Free
297784,665452,West Main Street,EH47 7LX,Free
298617,665378,EAST MAIN STREET,EH47 7QU,Surcharging
297249,662487,MAIN STREET,EH47 8EL,Free
297249,662487,Main Street,EH47 8EL,Surcharging
294585,664267,Norwood Avenue,EH47 8HF,Surcharging
292752,660350,MAIN STREET,EH47 9BL,Free
293700,660829,Sheephousehill,EH47 9EF,Surcharging
293642,660625,MAIN STREET,EH47 9HA,Free
293076,660643,MAIN STREET,EH47 9HY,Surcharging
297845,668480,Edinburgh Road,EH48 1BD,Free
297773,668534,South Mid Street,EH48 1DY,Free
299533,668813,Philip Avenue,EH48 1NG,Surcharging
297491,668729,( Bathgate ),EH48 1NP,Free
299357,668509,Elizabeth Drive,EH48 1SH,Free
299490,668555,ELIZABETH DRIVE,EH48 1SJ,Free
297305,668757,Gardner's Lane,EH48 1TP,Free
296841,668841,Glasgow Road,EH48 2AG,Free
296578,668846,Monkland Road,EH48 2BQ,Surcharging
296216,668306,Falside Crescent,EH48 2DS,Surcharging
298701,667929,BLACKBURN ROAD,EH48 2ES,Free
294039,667895,LOWER BATHVILLE,EH48 2JS,Surcharging
294178,668631,EAST MAIN STREET,EH48 2NZ,Surcharging
297107,668404,Linkston Way,EH48 2SS,Free
297107,668404,Linkston Way,EH48 2SS,Free
293830,668486,Ochilview Square,EH48 3EP,Free
293817,668414,SOUTH STREET,EH48 3ET,Free
293292,668514,WEST MAIN STREET,EH48 3HX,Free
293681,667919,SOUTH STREET,EH48 3JU,Free
293616,667540,b Brown Street,EH48 3LB,Surcharging
294213,667258,STATION ROAD,EH48 3LP,Free
293675,668594,WEST MAIN STREET,EH48 3QA,Free
289149,667111,Main Street,EH48 3RJ,Free
297065,669515,Millhaugh Lane,EH48 4BH,Surcharging
297507,668972,HOPETOUN STREET,EH48 4EU,Free
297507,668972,HOPETOUN STREET,EH48 4EU,Free
297507,668972,HOPETOUN STREET,EH48 4EU,Free
297507,668972,HOPETOUN STREET,EH48 4EU,Free
297507,668972,HOPETOUN STREET,EH48 4EU,Free
297507,668972,HOPETOUN STREET,EH48 4EU,Free
297430,668933,NORTH BRIDGE STREET,EH48 4PN,Free
299083,676677,DOUGLAS AVENUE,EH49 6DR,Surcharging
299651,676738,PRESTON ROAD,EH49 6HE,Surcharging
296722,676876,Station Road,EH49 6JQ,Free
304292,675431,Auldhill Road,EH49 6NZ,Surcharging
300014,677109,The Vennel,EH49 7ET,Surcharging
300591,677171,REGENT CENTRE,EH49 7HU,Free
300591,677171,REGENT CENTRE,EH49 7HU,Free
300591,677171,REGENT CENTRE,EH49 7HU,Free
301078,677567,SPRINGFIELD ROAD,EH49 7JH,Free
298727,677128,Falkirk Road,EH49 7PE,Free
298936,677010,Falkirk Road,EH49 7PJ,Free
322802,676547,CREWE ROAD NORTH,EH5 1LW,Free
323161,676833,WEST GRANTON ROAD,EH5 1PD,Surcharging
323161,676833,West Granton Road,EH5 1PD,Surcharging
323187,676879,Adj Access Road Near PCO,EH5 1PE,Surcharging
322432,676718,Edinburgh College,EH5 1QE,Surcharging
322495,676790,WATERFRONT BROADWAY,EH5 1SA,Free
322495,676790,WATERFRONT BROADWAY,EH5 1SA,Free
322599,676992,WATERFRONT AVENUE,EH5 1SG,Free
323785,676586,BOSWALL PARKWAY,EH5 2BR,Free
323304,676129,PILTON DRIVE,EH5 2HF,Free
323304,676129,PILTON DRIVE,EH5 2HF,Free
322836,676449,Boswall Parkway,EH5 2LX,Free
324250,676576,GRANTON ROAD,EH5 3NJ,Free
324256,676235,Granton Road,EH5 3QU,Free
299569,680983,Dean Road,EH51 0DL,Surcharging
299079,680782,A Dean Road,EH51 0HG,Free
299673,680630,LINLITHGOW ROAD,EH51 0HX,Free
299440,680681,JAMIESON AVENUE,EH51 0JU,Free
299183,680509,BO MAINS ROAD,EH51 0PL,Surcharging
299876,681677,MARKET STREET,EH51 9AD,Free
300188,681648,LINK ROAD,EH51 9AN,Free
300676,681522,Dower House,EH51 9PH,Surcharging
300943,680893,Drumpark Avenue,EH51 9QW,Free
309734,672292,Edinburgh Road,EH52 5BQ,Free
305991,671792,East Main Street,EH52 5DZ,Free
305991,671792,East Main Street,EH52 5DZ,Surcharging
308307,672246,EAST MAIN STREET,EH52 5EE,Free
308307,672246,EAST MAIN STREET,EH52 5EE,Free
308343,672199,EAST MAIN STREET,EH52 5EG,Free
306209,671906,EAST MAIN STREET,EH52 5HZ,Free
306950,672070,GOSCHEN PLACE,EH52 5JT,Surcharging
307388,672084,WEST MAIN STREET,EH52 5LH,Free
307211,672109,WEST MAIN STREET,EH52 5LL,Free
306901,672578,A Douglas Wynd,EH52 6AY,Surcharging
302190,669970,WESTER DECHMONT FARM COTTAGE,EH52 6LS,Free
309228,677683,MAIN STREET,EH52 6QE,Free
308670,675349,Canal Road,EH52 6QU,Free
308956,675022,MAIN STREET,EH52 6RT,Free
308664,674555,Glass Crescent,EH52 6SL,Free
307520,667612,Bank Street,EH53 0AS,Surcharging
308518,667840,MAIN STREET,EH53 0EJ,Free
308610,667924,MAIN STREET,EH53 0HE,Free
306862,669446,DRUMSHORELAND ROAD,EH53 0LF,Free
308791,667077,Unit Redcraig Road,EH53 0QJ,Free
306558,668150,Craigshill Shopping Centre,EH54 5DZ,Free
306558,668150,Craigshill Shopping Centre,EH54 5DZ,Surcharging
306134,668293,a Onslow Street,EH54 5HR,Surcharging
306576,668530,A Beech Avenue,EH54 5JL,Surcharging
306800,668024,a Tweed Drive,EH54 5LJ,Free
306053,670419,A Pumpherston Rd,EH54 5PT,Free
304820,667810,Howden West,EH54 6AA,Free
304285,668391,Newyearfield,EH54 6AB,Free
305700,667682,Kings Port Avenue,EH54 6BA,Surcharging
303724,667804,Follyburn Place,EH54 6BF,Free
304678,665690,CROFTHEAD CENTRE,EH54 6DG,Free
305376,668201,Fernbank,EH54 6DT,Free
305376,668201,Fernbank,EH54 6DT,Surcharging
305216,668793,Thymebank,EH54 6HH,Surcharging
305424,666654,UNIT,EH54 6HR,Free
305424,666654,ALMONDVALE SC,EH54 6HR,Free
305424,666654,Almondvale South,EH54 6HR,Free
305424,666654,ALMONDVALE CENTRE,EH54 6HR,Free
305424,666654,THE CENTRE,EH54 6HR,Free
305424,666654,ALMONDVALE CENTRE,EH54 6HR,Free
305424,666654,THE CENTRE,EH54 6HR,Free
305388,666693,a Almondvale South,EH54 6HT,Free
305388,666693,a Almondvale South,EH54 6HT,Free
306337,666503,Douglas Rise,EH54 6JH,Surcharging
306794,666381,Lizzie Brices Roundabout,EH54 6LN,Free
305795,667375,Huron Avenue,EH54 6LQ,Surcharging
305727,666126,NIGEL RISE,EH54 6LX,Free
305727,666126,NIGEL RISE,EH54 6LX,Surcharging
305584,666746,ALMONDVALE SOUTH,EH54 6NB,Free
305584,666746,ALMONDVALE SOUTH,EH54 6NB,Free
305584,666746,ALMONDVALE SOUTH,EH54 6NB,Free
305584,666746,ALMONDVALE SOUTH,EH54 6NB,Free
305584,666746,ALMONDVALE SOUTH,EH54 6NB,Free
305584,666746,ALMONDVALE SOUTH,EH54 6NB,Free
305584,666746,ALMONDVALE CENTRE,EH54 6NB,Free
305584,666746,ALMONDVALE CENTRE,EH54 6NB,Free
305584,666746,ALMONDVALE CENTRE,EH54 6NB,Free
305584,666746,ALMONDVALE SOUTH,EH54 6NB,Free
305584,666746,ALMONDVALE SOUTH,EH54 6NB,Free
305584,666746,ALMONDVALE SOUTH,EH54 6NB,Free
305584,666746,Almondvale Road South,EH54 6NB,Free
305584,666746,ALMONDVALE ROAD SOUTH,EH54 6NB,Free
305584,666746,Almondvale Centre Almondvale South,EH54 6NB,Free
304843,667577,Howden Road West,EH54 6PP,Free
304843,667577,Howden West Road,EH54 6PP,Free
304843,667577,St Johns Hospital,EH54 6PP,Free
305196,666793,CAIRNGORM HOUSE,EH54 6QL,Free
305196,666793,CAIRNGORM HSE,EH54 6QL,Free
305196,666793,CAIRNGORM HOUSE,EH54 6QL,Free
305155,666777,LIVINGSTON DESIGNER OUTLET,EH54 6QP,Free
305149,666677,Almondvale Avenue,EH54 6QX,Free
305149,666677,Ground Floor,EH54 6QX,Free
305149,666677,Ground Floor,EH54 6QX,Free
304843,666410,Almondvale Retail Park Livingston,EH54 6RQ,Free
303037,666103,MACINTOSH ROAD,EH54 7BW,Free
304720,670185,Livingston East Roundabout,EH54 8AD,Free
301255,668750,CARNEGIE ROAD,EH54 8AS,Free
302108,668672,MAIN STREET,EH54 8BE,Free
302394,668762,CARMONDEAN CENTRE RD,EH54 8BT,Free
302394,668762,Carmondean Centre,EH54 8BT,Free
302153,668571,Main Street,EH54 8DF,Free
305033,669356,Cameron Way,EH54 8HF,Surcharging
304905,669804,Lamont Way,EH54 8LF,Surcharging
303793,669170,a Camps Rigg,EH54 8PF,Free
303436,668712,Centre Road,EH54 8PT,Free
306197,665346,Bankton Retail Centre,EH54 9DA,Free
301659,663145,MAIN STREET,EH55 8BY,Free
301621,663062,MAIN STREET,EH55 8DR,Free
298585,662362,Loganlea Road,EH55 8HN,Free
298516,662295,LOGANLEA ROAD,EH55 8HS,Surcharging
302691,663739,Polbeth,EH55 8SD,Surcharging
302759,664071,A POLBETH ROAD,EH55 8SR,Free
303021,664230,Limefield Road,EH55 8UD,Surcharging
326322,676378,BP Ferry Road Service Station,EH6 4AQ,Free
326174,676847,A Lindsay Road,EH6 4DT,Free
326156,676341,FERRY ROAD,EH6 4ET,Free
325663,676763,Newhaven Road,EH6 4QE,Surcharging
325416,676597,Craighall Road,EH6 4RR,Free
326183,675783,BONNINGTON ROAD,EH6 5BE,Surcharging
326656,675356,LEITH WALK,EH6 5BX,Free
326677,676253,GREAT JUNCTION STREET,EH6 5LJ,Free
326971,676023,A NEWKIRKGATE,EH6 6AD,Free
326971,676023,A NEWKIRKGATE,EH6 6AD,Free
326971,676023,A NEWKIRKGATE,EH6 6AD,Free
326466,676612,NORTH JUNCTION STREET,EH6 6HR,Surcharging
326487,676970,OCEAN DRIVE,EH6 6JJ,Free
327289,676467,BERNARD STREET,EH6 6PU,Free
327289,676467,BERNARD STREET,EH6 6PU,Free
327289,676467,BERNARD STREET,EH6 6PU,Free
327289,676467,BERNARD STREET,EH6 6PU,Free
325922,677258,Sandpiper Drive,EH6 6QJ,Free
325922,677258,SANDPIPER DRIVE,EH6 6QJ,Free
327129,676507,/ Bernard Street,EH6 6SL,Free
327581,676143,"Salamander Place,",EH6 7JJ,Free
328193,676026,Seafield Road,EH6 7LE,Free
327797,675636,RESTALRIG ROAD,EH6 8BE,Surcharging
327120,675795,DUKE STREET,EH6 8HL,Free
327031,675327,EASTER ROAD,EH6 8LQ,Surcharging
326922,675784,LEITH WALK,EH6 8LT,Free
326922,675784,LEITH WALK,EH6 8LT,Free
326922,675784,Leith Walk,EH6 8LT,Free
326933,675700,MANDERSTON STREET,EH6 8LY,Free
326933,675700,MANDERSTON STREET,EH6 8LY,Free
326780,675508,LEITH WALK,EH6 8NX,Free
326780,675508,Leith Walk,EH6 8NX,Free
326740,675418,CITY FRUIT SUPPLY,EH6 8NY,Free
326661,675256,Leith Walk,EH6 8SA,Surcharging
326283,674718,ELM ROW,EH7 4AH,Surcharging
326283,674718,Elm Row,EH7 4AH,Free
325944,675155,Bellevue Road,EH7 4DE,Free
325357,675059,BROUGHTON ROAD,EH7 4EW,Free
326331,674916,McDonald Road,EH7 4LU,Free
326512,675120,LEITH WALK,EH7 4PE,Free
326954,674477,London Road,EH7 5AP,Surcharging
327029,674461,LONDON ROAD,EH7 5AY,Surcharging
326421,674898,"/ BRUNSWICK PLACE, LEITH WALK",EH7 5HW,Free
326195,674467,BLENHEIM PLACE,EH7 5JH,Free
326564,675042,Albert Street,EH7 5LG,Free
326927,674606,EASTER ROAD,EH7 5PJ,Free
326953,674628,Easter Road,EH7 5RH,Free
327231,674433,EARLSTON PLACE,EH7 5SU,Surcharging
327309,674526,Meadowbank Ret. Pk.,EH7 5TS,Free
327309,674526,Moray Park,EH7 5TS,Free
327309,674526,Moray Park,EH7 5TS,Free
327785,674897,LOCHEND ROAD SOUTH,EH7 6DE,Free
327785,674897,LOCHEND ROAD SOUTH,EH7 6DE,Free
328181,674888,RESTALRIG ROAD SOUTH,EH7 6EH,Free
328374,674513,Restalrig Road South,EH7 6LE,Free
329061,674506,CRAIGENTINNY AVENUE,EH7 6PX,Free
329061,674506,CE CRAIGENTINNY AVENUE,EH7 6PX,Free
328979,674687,AHMED CONVENIENCE STORE,EH7 6RN,Free
327998,675193,Restalrig Road,EH7 6UW,Surcharging
328295,674124,Wolseley Terrace,EH8 7AB,Surcharging
328037,674160,Parson Green Terrace,EH8 7AN,Surcharging
328757,674151,PIERSFIELD TERRACE,EH8 7BQ,Free
328757,674151,Piersfield Terrace,EH8 7BQ,Free
328825,673118,Lady Nairne Place,EH8 7LZ,Free
328825,673118,LADY NAIRNE PLACE,EH8 7LZ,Surcharging
329098,673159,WILLOWBRAE ROAD,EH8 7NG,Free
329391,673659,NORTHFIELD FARM AVENUE,EH8 7QY,Surcharging
326555,673681,HOLYROOD ROAD,EH8 8AU,Free
326229,673735,Canongate Royal Mile,EH8 8BQ,Free
325860,673069,Bristo Square,EH8 9AJ,Free
326096,673207,NICOLSON STREET,EH8 9DL,Free
326096,673207,NICOLSON STREET,EH8 9DL,Free
326096,673207,NICOLSON STREET,EH8 9DL,Free
326118,673157,Nicolson Street,EH8 9DT,Free
326118,673157,NICOLSON STREET,EH8 9DT,Free
326118,673157,Nicolson Street,EH8 9DT,Free
326175,673065,NICOLSON STREET,EH8 9EW,Free
326329,672668,SOUTH CLERK STREET,EH8 9JD,Free
326329,672668,South Clerk Street,EH8 9JD,Free
326378,672568,SAIN EDINBURGH SOUTH CLERK STREET,EH8 9NZ,Free
326416,672473,SOUTH CLERK STREET,EH8 9PP,Free
326416,672473,SOUTH CLERK STREET,EH8 9PP,Free
325472,671983,MARCHMONT ROAD,EH9 1AQ,Free
325464,672073,Marchmont Road,EH9 1BG,Free
325506,672308,WARRENDER PARK ROAD,EH9 1HH,Free
326175,672475,MELVILLE TERRACE,EH9 1ND,Free
326332,672118,CAUSEWAYSIDE,EH9 1PR,Free
326299,672293,Causewayside,EH9 1PY,Free
326473,672257,Newington Road,EH9 1QN,Surcharging
326463,671852,Ratcliffe Terrace,EH9 1SS,Surcharging
326643,671323,MAYFIELD ROAD,EH9 3AF,Surcharging
326682,670679,KINGS BUILDING HOUSE,EH9 3JF,Free
288886,679872,/ High Street,FK1 1DZ,Free
288886,679872,/ High Street,FK1 1DZ,Free
288857,679863,HIGH STREET COW WYND CORNER,FK1 1EA,Free
288857,679863,HIGH STREET COW WYND CORNER,FK1 1EA,Free
288857,679863,HIGH STREET COW WYND CORNER,FK1 1EA,Free
288857,679863,High Street,FK1 1EA,Free
288662,679974,HIGH STREET,FK1 1ES,Free
288662,679974,HIGH STREET,FK1 1ES,Free
288662,679974,HIGH STREET,FK1 1ES,Free
288687,679848,HIGH STREET,FK1 1HG,Free
288687,679848,Howgate Shopping Centre,FK1 1HG,Free
288656,680092,NEWMARKET STREET,FK1 1JT,Free
288656,680092,Newmarket Street,FK1 1JT,Free
288622,680085,NEWMARKET CENTRE,FK1 1JX,Free
288622,680085,MARKET CENTRE,FK1 1JX,Free
288622,680085,NEWMARKET CENTRE,FK1 1JX,Free
288622,680085,NEWMARKET CENTRE,FK1 1JX,Free
288622,680085,NEWMARKET CENTRE,FK1 1JX,Free
289134,680411,GRAHAMS ROAD,FK1 1LW,Free
289134,680411,GRAHAMSTON RETAIL PARK,FK1 1LW,Free
289134,680411,GRAHAMSTON RETAIL PARK,FK1 1LW,Free
289134,680411,Stewart Road,FK1 1LW,Surcharging
288873,680003,BANK STREET,FK1 1NB,Free
288873,680003,BANK STREET,FK1 1NB,Free
288873,680003,BANK STREET,FK1 1NB,Free
288873,680003,BANK STREET,FK1 1NB,Free
288893,679897,HIGH STREET,FK1 1NR,Free
288893,679897,HIGH STREET,FK1 1NR,Free
288893,679897,HIGH STREET,FK1 1NR,Free
289115,679967,Kerse Lane,FK1 1RJ,Free
289115,679967,Kerse Lane,FK1 1RJ,Free
289583,679582,Paterson Tower,FK1 1TJ,Free
288952,679906,Unit H Callendar Square,FK1 1UJ,Free
290876,676131,Princes Street,FK1 2BX,Surcharging
289830,676789,A MAIN STREET,FK1 2DT,Surcharging
291078,672560,Main Street,FK1 2NG,Free
291078,672560,Main Street,FK1 2NG,Free
289526,678573,Garry Place,FK1 2QL,Surcharging
289040,678529,New Hallglen Road,FK1 2RB,Surcharging
285568,673170,Main Street,FK1 3EJ,Surcharging
286041,679771,Cumbrae Drive,FK1 4AW,Surcharging
287166,680347,MAIN STREET,FK1 4DY,Free
287009,680415,Main Street,FK1 4EG,Free
286641,680556,Redbrae Road Camelon,FK1 4HJ,Surcharging
286220,680779,GLASGOW ROAD,FK1 4JB,Free
286220,680779,GLASGOW ROAD,FK1 4JB,Surcharging
286220,680779,Glasgow Road,FK1 4JB,Free
286011,680381,Mariner Street,FK1 4LF,Free
286511,680213,Fairlie Street,FK1 4NP,Surcharging
288437,679735,Majors Loan,FK1 5AB,Surcharging
287750,680216,CAMELON ROAD,FK1 5BS,Free
288425,680484,BROCKVILLE PARK,FK1 5BU,Free
288425,680484,Brockfield Park,FK1 5BU,Free
287797,679776,MAGGIE WOODS LOAN,FK1 5HR,Free
288412,679267,HIGH STATION ROAD,FK1 5LN,Free
288734,692793,MILL STREET,FK10 1DY,Free
288734,692793,Mill Street,FK10 1DY,Surcharging
288931,692611,AULD BRIG ROAD,FK10 1EG,Free
288644,692833,MAR STREET,FK10 1HR,Free
288644,692833,MAR STREET,FK10 1HR,Free
288712,692864,HIGH ST,FK10 1JF,Free
288729,692883,DRYSDALE STREET,FK10 1JL,Free
288729,692883,Drysdale Street,FK10 1JL,Free
287761,692838,MEDWYN PLACE,FK10 1NG,Free
289258,692496,Menteith Court,FK10 1QA,Surcharging
289720,692726,"UNIT , HILTONHAWK WAY",FK10 1RQ,Free
289720,692726,"UNIT , HILTONHAWK WAY",FK10 1RQ,Free
287658,694221,WOODBURN DRIVE,FK10 2HL,Free
287673,693732,FAIRYBURN POST OFFICE,FK10 2JL,Free
288363,693408,Hill Street,FK10 2LW,Surcharging
288248,693460,Tullibody Road,FK10 2LX,Free
284390,695152,A AULD BRIG ROAD,FK10 2PF,Free
285915,694991,Tron Court,FK10 2PS,Free
285917,695056,Ochil Street,FK10 2PT,Free
285870,695123,Stirling Road,FK10 2QD,Free
285870,695123,Stirling Road,FK10 2QD,Surcharging
285592,695042,Newmills,FK10 2SE,Surcharging
286635,695012,ALLOA ROAD,FK10 2TR,Free
288806,694228,Pompee Road,FK10 3BY,Surcharging
289110,694164,FAIRFIELD ROAD,FK10 3DB,Surcharging
289410,694247,Main Street,FK10 3JR,Free
289567,694338,Main Street,FK10 3JU,Free
289855,694677,MAIN STREET,FK10 3JW,Surcharging
289803,694127,Gartmorn Road Sauchie,FK10 3NX,Free
289253,693328,Babs Market,FK10 3RF,Free
288915,693071,Whins Road,FK10 3SD,Free
288915,693071,Whins Road,FK10 3SD,Free
289104,693100,Whins Road,FK10 3SE,Free
293526,688210,KINCARDINE,FK10 4BE,Free
291352,691686,LOCHIES ROAD,FK10 4EL,Free
291191,691887,Main Street,FK10 4JA,Free
293026,687302,Silver Street,FK10 4NS,Free
293121,687538,HIGH STREET,FK10 4RJ,Surcharging
284960,696955,Main Street East,FK11 7BL,Free
284622,696922,MAIN STREET WEST,FK11 7BX,Surcharging
288304,697076,Stirling Street,FK12 5EA,Free
288189,697038,STIRLING STREET,FK12 5EF,Free
288189,697038,Stirling Street,FK12 5EF,Free
291602,697023,High Street,FK13 6AA,Free
291893,696949,HIGH STREET,FK13 6DS,Free
291930,697079,Hill Street,FK13 6HF,Free
291874,696545,Moss Road,FK13 6HQ,Free
292034,695749,Main Street,FK13 6JP,Surcharging
292078,696809,Moss Road,FK13 6NS,Free
296141,697920,Bridge Street,FK14 7DG,Free
296141,697920,Bridge Street,FK14 7DG,Free
278180,701255,HIGH STREET,FK15 0EJ,Free
278251,701294,High Street,FK15 0ER,Free
282206,705785,A Southbound,FK15 0NB,Free
278040,701046,SPRINGFIELD TERRACE,FK15 9AE,Free
271912,700881,Murchison Park,FK16 6AY,Free
272808,701434,Castehill Court,FK16 6BT,Free
262297,708072,LENY ROAD,FK17 8AL,Free
262866,707874,MAIN STREET,FK17 8BD,Free
263148,707739,Main Street,FK17 8BG,Free
263600,707603,Stirling Road,FK17 8DA,Free
260833,708452,Kilmahog,FK17 8HD,Free
294304,675341,ECHOBANK,FK2 0BX,Free
292736,677807,Main street,FK2 0JR,Free
294099,676527,Main Road,FK2 0LU,Free
294099,676527,MADDISTON MINI MARKET,FK2 0LU,Surcharging
293365,678863,Main Street,FK2 0PS,Surcharging
293548,678821,MAIN STREET,FK2 0PX,Free
293216,677331,MADDISTON ROAD,FK2 0SB,Surcharging
292679,678497,Unit A,FK2 0XF,Surcharging
293478,677064,Main Street,FK2 0ZL,Free
289342,680561,THORNHILL ROAD,FK2 7AZ,Free
289344,680631,Thornhill Road,FK2 7BB,Surcharging
288785,681027,GRAHAMS ROAD,FK2 7BH,Free
288848,680626,GRAHAMS ROAD,FK2 7DJ,Surcharging
288959,680898,DALDERSE AVENUE,FK2 7EG,Surcharging
288583,681440,MAIN STREET,FK2 7PA,Free
288701,681257,Main Street,FK2 7PB,Surcharging
288725,682129,Haugh Street,FK2 7QT,Surcharging
288325,682092,Carron Road,FK2 7SW,Surcharging
288301,681892,Ronadas Road,FK2 7TA,Free
289160,682093,SEAFORTH ROAD,FK2 7TP,Surcharging
288847,683224,a Roughlands Drive,FK2 8BH,Surcharging
288928,683063,Carronshore Road,FK2 8EB,Free
288940,683182,UNIT LADYSGATE COURT,FK2 8HE,Free
289392,682886,DOCK STREET,FK2 8HG,Surcharging
290005,687467,MAIN STREET,FK2 8JH,Free
290113,680601,MAIN BUILDING,FK2 9AD,Free
289816,680352,Grangemouth Road,FK2 9DD,Free
289816,680352,NEW TANNERY GARAGE,FK2 9DD,Surcharging
290100,680188,WOODBURN STREET,FK2 9DS,Free
291099,679488,Laurieston Social Club,FK2 9PS,Free
291097,679454,SUILVEN HEIGHTS,FK2 9QF,Free
291982,678640,MAIN STREET,FK2 9UJ,Surcharging
291389,678641,REDDING ROAD,FK2 9XQ,Free
291389,678641,Redding Road,FK2 9XQ,Surcharging
232949,730370,Tyndrum Crianlarich,FK20 8RY,Surcharging
257331,733117,Lyon Road,FK21 8UJ,Free
292806,680175,Bowhouse Square,FK3 0HH,Surcharging
292689,682046,LA PORTE PRECINCT,FK3 8AS,Free
292689,682046,LA PORTE PRECINCT,FK3 8AS,Free
292689,682046,LA PORTE PRECINCT,FK3 8AS,Free
291331,681975,Dalgrain Road,FK3 8HL,Surcharging
292608,680991,NEWHOUSE ROAD,FK3 8NH,Free
292214,680609,CENTRAL AVENUE,FK3 8SD,Free
292214,680609,a Central Avenue,FK3 8SD,Surcharging
291195,681228,Falkirk Road,FK3 8XP,Free
293502,681908,Kings Road Newsagent,FK3 9AF,Surcharging
293685,681574,Bo'Ness Road,FK3 9BU,Surcharging
293429,680889,CHARLOTTE DUNDAS COURT,FK3 9EA,Free
293450,680950,Charlotte Dundas Court,FK3 9EB,Surcharging
282383,680086,BRIDGE STREET,FK4 1AB,Free
278948,679309,KILSYTH ROAD,FK4 1HN,Free
278427,679163,Hollandbush Avenue,FK4 1JJ,Surcharging
282253,680790,Wheatlands Ave,FK4 1PN,Free
280930,680688,Bankhead Crescent Dennyloanhead,FK4 1RY,Free
278178,679112,Bog Road,FK4 1TL,Free
277988,679215,KILSYTH ROAD,FK4 1UF,Surcharging
