x,y,Street Address,Postcode,Charge Type
260671,663998,BRIDGETON CROSS,G40 1BW,Surcharging
260507,664133,London Road,G40 1NQ,Surcharging
260708,663902,Main Street,G40 1QA,Surcharging
260708,663902,Main Street,G40 1QA,Free
260703,663806,Main Street,G40 1QB,Surcharging
260688,663409,Main Street,G40 1QH,Free
260605,664769,Gallowgate,G40 2DY,Free
260968,664662,GALLOWGATE,G40 2PE,Free
260968,664662,Gallowgate,G40 2PE,Free
260500,664400,Stevenson Street,G40 2RU,Surcharging
260584,664422,ABERCROMBY STREET,G40 2RZ,Free
260584,664422,ABERCROMBY STREET,G40 2RZ,Free
261958,663982,Celtic Park,G40 3RE,Surcharging
260773,663192,Clyde Gateway,G40 4EH,Free
260754,663938,Dalmarnock Road,G40 4LA,Free
260754,663938,Dalmarnock Road,G40 4LA,Surcharging
260754,663938,Dalmarnock Road,G40 4LA,Free
261325,663200,Dalmarnock Road,G40 4TY,Surcharging
257644,663642,PO Shields Road,G41 1NP,Surcharging
257644,663642,Shields Road,G41 1NP,Free
257882,662630,Pollokshaws Road,G41 2AA,Surcharging
257882,662630,Pollokshaws Road,G41 2AA,Surcharging
257961,662699,Pollockshaws Road,G41 2AB,Free
257901,662689,Pollockshaws Road,G41 2AE,Surcharging
257145,662422,Minard Road,G41 2DL,Free
257525,662339,Pollokshaws Road,G41 2ET,Free
257525,662339,Pollokshaw Road,G41 2ET,Free
257386,662208,POLLOKSHAW ROAD,G41 2HG,Surcharging
257327,662178,MINARD ROAD,G41 2HR,Surcharging
257743,663260,Kenmure Street,G41 2LD,Free
257909,663105,Darnley Street,G41 2LL,Free
257679,663386,ALBERT DRIVE,G41 2NL,Free
258080,662937,FRIENDS CONVENIENCE STORE,G41 2PJ,Free
258024,662785,Pollockshaws Road,G41 2QG,Free
257614,663369,ALBERT DRIVE,G41 2RN,Surcharging
257287,662138,Pollokshaws Road,G41 3EA,Free
257032,661823,Kilmarnock Road Shawlands Cross,G41 3NN,Free
257032,661823,Kilmarnock Road Shawlands Cross,G41 3NN,Free
257032,661823,KILMARNOCK ROAD,G41 3NN,Free
257032,661823,KILMARNOCK ROAD,G41 3NN,Free
257032,661823,KILMARNOCK ROAD,G41 3NN,Free
257032,661823,KILMARNOCK ROAD; SHAWLANDS,G41 3NN,Free
257032,661823,KILMARNOCK ROAD; SHAWLANDS,G41 3NN,Free
257032,661823,Shawlands Arcade,G41 3NN,Free
257032,661823,Shawlands Arcade Shopping Centre,G41 3NN,Free
257154,661923,KILMARNOCK ROAD,G41 3YN,Free
257154,661923,KILMARNOCK ROAD,G41 3YN,Free
257154,661923,KILMARNOCK ROAD,G41 3YN,Free
257154,661923,KILMARNOCK ROAD,G41 3YN,Free
257154,661926,KILMARNOCK ROAD,G41 3YP,Free
257154,661926,KILMARNOCK ROAD,G41 3YP,Free
257154,661926,KILMARNOCK ROAD,G41 3YP,Free
257154,661926,KILMARNOCK ROAD,G41 3YP,Free
256889,662502,TITWOOD ROAD,G41 4DA,Free
256889,662502,TITWOOD ROAD,G41 4DA,Free
257450,662728,Darnley Road,G41 4NB,Free
257625,662992,Nithsdale Road,G41 5RB,Free
259381,661920,Prospect Hill Road,G42 0AE,Free
259381,661920,Prospect Hill Road,G42 0AE,Free
259381,661920,Prospect Hill Road,G42 0AE,Free
259288,662175,Aikenhead Road,G42 0PN,Free
259273,662495,AIKENHEAD ROAD,G42 0PR,Free
258368,663204,Victoria Road,G42 7AA,Free
258807,663609,CATHCART ROAD,G42 7BH,Surcharging
258739,662802,CATHCART ROAD,G42 7BY,Surcharging
258739,662802,Cathcart Road,G42 7BY,Free
258745,662891,Cathcart Road,G42 7BZ,Free
258285,662873,VICTORIA ROAD,G42 7RP,Free
258285,662873,VICTORIA ROAD,G42 7RP,Free
258770,662458,CATHCART ROAD,G42 8AA,Free
258801,662464,Cathcart Road,G42 8AE,Free
258274,662470,ALBERT ROAD,G42 8DL,Free
258515,662589,ALLISON STREET,G42 8RT,Surcharging
258317,662693,ALLISON STREET,G42 8RY,Free
258734,662656,Cathcart Road,G42 8YG,Free
258196,662548,Victoria Road,G42 8YJ,Free
258638,661611,CATHCART ROAD,G42 9AQ,Surcharging
258637,661381,CATHCART ROAD,G42 9EA,Free
258387,661393,Battlefield Road,G42 9HU,Free
258115,661619,Battlefield Road,G42 9JN,Free
258199,661541,BATTLEFIELD ROAD,G42 9JT,Free
258199,661541,/ Battlefield Road,G42 9JT,Free
258201,661807,New Victoria Hospital,G42 9LF,Free
258092,661584,SINCLAIR DRIVE,G42 9PR,Free
257960,661297,Sinclair Drive,G42 9SN,Free
257870,661640,MILLBRAE ROAD,G42 9UA,Free
258689,661529,Cathcart Road,G42 9XP,Surcharging
258638,661564,Cathcart Road,G42 9XW,Surcharging
255977,660963,Netherauld House Road,G43 1LS,Free
256670,661285,RIVERFORD ROAD,G43 1PU,Free
256670,661285,RIVERFORD ROAD,G43 1PU,Free
256400,661492,McArthur Street,G43 1RU,Surcharging
255989,659978,PARKNEUK ROAD,G43 2AF,Surcharging
256276,660495,Hillpark Drive,G43 2PF,Surcharging
256867,661399,KILMARNOCK ROAD,G43 2XS,Free
256443,660825,MAMORE PLACE,G43 2YY,Surcharging
258325,660447,CLARKSTON ROAD,G44 3BQ,Free
257989,660069,Clarkston Road,G44 3DT,Free
257755,659775,Clarkston Road Glasgow,G44 3JL,Free
257547,658192,Clarkston Service Station,G44 3YR,Surcharging
258426,661100,Holmlea Road,G44 4BA,Surcharging
258348,660575,CLARKSTON ROAD,G44 4EH,Surcharging
260162,660845,CASTLEMILK ROAD,G44 4LE,Free
260162,660845,CASTLEMILK ROAD,G44 4LE,Free
260162,660845,Castlemilk Road Kingspark,G44 4LE,Free
259203,661220,AIKENHEAD ROAD,G44 4SD,Free
259387,659712,Drakemire Drive,G44 5EL,Surcharging
259467,659769,Carmunnock Road,G44 5HH,Free
260537,660175,CASTLEMILK ROAD,G44 5LX,Free
260529,660063,CASTLEMILK ROAD,G44 5LZ,Free
259173,660571,/ Aikenhead Road,G44 5SL,Free
258605,660487,OLD CASTLE ROAD,G44 5TG,Surcharging
258655,660257,Old Castle Road,G44 5TJ,Free
261323,659117,Tormusk Road,G45 0HF,Free
260013,659305,THE BRAES SHOPPING CENTRE,G45 9AA,Free
260013,659305,Castlemilk Arcade Dougrie Drive,G45 9AA,Free
260013,659305,Castlemilk Arcade Dougrie Drive,G45 9AA,Free
260048,659367,DOUGRIE DRIVE,G45 9AD,Free
260048,659367,Dougrie Drive,G45 9AD,Free
259496,659659,CARMUNNOCK ROAD CASTLEMILK,G45 9RF,Free
259496,659659,CARMUNNOCK ROAD CASTLEMILK,G45 9RF,Free
259824,658488,STRAVANAN ROAD,G45 9UT,Surcharging
256276,659512,Fenwick Road,G46 6AA,Free
256470,660033,Fenwick Road,G46 6AU,Free
256202,658842,Fenwick Road,G46 6UE,Free
255362,659390,Orchard Park Avenue,G46 7BW,Free
255304,660029,Thornliebank Road,G46 7RG,Surcharging
254969,659608,MAIN STREET,G46 7RY,Free
254811,659484,b Main Street,G46 7SF,Free
253964,659446,Kyleakin Road,G46 8DF,Free
254388,660183,Boydstone Road,G46 8HN,Free
254645,659911,BOYDSTONE ROAD,G46 8NF,Free
254777,659628,Kennishead Road,G46 8NX,Free
254450,660199,Kennishead Avenue,G46 8PR,Surcharging
259622,662778,Sliding Lane,G5 0DZ,Free
259926,663036,Elmfoot Grove,G5 0LR,Surcharging
259615,664098,WADDELL COURT,G5 0PW,Surcharging
259738,663929,BALLATER STREET,G5 0QW,Free
258508,664428,Wallace Street,G5 8DU,Surcharging
257702,664795,SPRINGFIELD QUAY,G5 8NP,Free
257702,664795,SPRINGFIELD QUAY,G5 8NP,Free
257702,664795,"Springfield Quay, Paisley Rd",G5 8NP,Surcharging
257702,664795,"Springfield Quay, Paisley Rd",G5 8NP,Surcharging
257702,664795,"Springfield Quay, Paisley Rd",G5 8NP,Surcharging
258177,664450,WALLACE STREET,G5 8NT,Surcharging
257492,664606,PAISLEY ROAD,G5 8RJ,Free
258726,664569,BRIDGE STREET,G5 9JB,Free
258425,663448,EGLINTON STREET,G5 9RP,Free
258458,663581,Eglinton Street,G5 9RR,Free
259330,664370,Crown Street,G5 9XB,Free
259330,664370,Crown Street,G5 9XB,Free
259192,664076,Crown Street,G5 9XD,Free
259186,663991,Crown Street,G5 9XT,Free
256254,664446,PAISLEY ROAD WEST,G51 1BE,Free
256254,664446,PAISLEY ROAD WEST,G51 1BE,Free
256398,664466,Paisley Road West,G51 1BG,Free
256696,665115,GLASGOW PACIFIC QUAY,G51 1DA,Surcharging
256499,665199,PACIFIC QUAY,G51 1EA,Free
257399,664605,Paisley Road West,G51 1LF,Free
257399,664605,Paisley Road West,G51 1LF,Surcharging
256858,664478,PAISLEY ROAD WEST,G51 1NE,Free
256858,664478,Paisley Road West,G51 1NE,Free
256169,664424,PAISLEY ROAD WEST,G51 1PX,Free
256048,664396,Paisley Road West,G51 1PY,Surcharging
255653,664263,PAISLEY ROAD WEST,G51 1RP,Free
255900,665413,Govan Road,G51 2AS,Free
255833,665030,Clynder Street,G51 2EW,Free
256049,665011,Summertown Road,G51 2LY,Free
256049,665011,Summertown Road,G51 2LY,Free
255821,664763,Copland Road,G51 2UB,Surcharging
255776,664646,COPLAND ROAD,G51 2UE,Surcharging
255688,664351,Copland Road,G51 2UR,Surcharging
255363,664331,Broomloan Road,G51 2XW,Surcharging
255264,665837,Govan Road,G51 3AF,Surcharging
255236,665765,HARMONY ROW,G51 3BA,Free
255114,665829,Govan Road,G51 3DN,Free
254852,664528,Helen Street,G51 3HR,Free
254852,664528,Helen Street,G51 3HR,Free
254852,664528,Helen Street,G51 3HR,Free
255400,665704,UNIT GOVAN CROSS CENTRE,G51 3JW,Free
254801,665347,CROSSLOAN ROAD,G51 3NR,Free
254754,665168,Craigton Rd,G51 3RA,Free
255414,665762,GOVAN ROAD,G51 3UP,Free
254328,665768,DRIVE ROAD,G51 4AF,Free
254328,665768,Drive Road,G51 4AF,Free
254393,665366,Drumoyne Road,G51 4AU,Free
254246,664930,TO SHEILDHALL ROAD,G51 4BH,Free
252234,667317,KINGS INCH ROAD,G51 4BN,Free
252234,667317,KINGS INCH ROAD,G51 4BN,Free
252234,667317,KINGS INCH ROAD,G51 4BN,Free
252234,667317,Kings Inch Road,G51 4BN,Free
252234,667317,Kings Inch Road,G51 4BN,Free
252130,667293,Braehead Shopping Centre,G51 4BP,Free
252500,667081,"Unit J, Braehead Retail Park",G51 4BT,Free
252534,666541,Braehead Retail Park,G51 4FB,Free
254038,665918,Govan Road,G51 4PL,Surcharging
254038,665918,Govan Road,G51 4PL,Free
254204,665790,Kennedar Drive,G51 4PT,Surcharging
253769,665746,Govan Road,G51 4TF,Free
253769,665746,Goven Road,G51 4TF,Free
253769,665746,Govan Road,G51 4TF,Free
253769,665746,Govan Road,G51 4TF,Free
254453,664816,Shieldhall Road,G51 4XB,Free
254667,664077,PAISLEY ROAD WEST,G52 1DP,Surcharging
254835,663099,MOSSPARK DRIVE,G52 1JS,Free
254021,662804,Cockerhill Place,G52 1RU,Surcharging
254082,663908,Paisley Road West,G52 1SH,Free
254075,663948,PAISLEY ROAD WEST,G52 1SP,Free
254075,663948,Paisley Road West,G52 1SP,Free
253864,663072,CORKERHILL ROAD,G52 1TQ,Surcharging
252427,663995,Hillington Road South,G52 2AA,Free
252527,664465,Thurston Road,G52 2AZ,Free
253091,664494,Allanton Drive,G52 2EU,Free
252748,664196,TWEEDSMUIR ROAD,G52 2RY,Surcharging
253312,663431,Mosspark Drive,G52 3DA,Free
253312,663431,Mosspark Drive,G52 3DA,Surcharging
252643,663893,PAISLEY ROAD WEST,G52 3JW,Free
252643,663893,PAISLEY ROAD WEST,G52 3JW,Free
252643,663893,PAISLEY ROAD WEST,G52 3JW,Free
252643,663893,PAISLEY ROAD WEST,G52 3JW,Free
252519,663887,Paisley Road West,G52 3PF,Free
252347,663873,PAISLEY ROAD WEST,G52 3QA,Free
252081,663853,CROOKSTON ROAD,G52 3QE,Free
253917,663877,Paisley Road West,G52 3QY,Free
253917,663877,PAISLEY ROAD WEST,G52 3QY,Free
252455,663926,PAISLEY ROAD WEST,G52 3SJ,Free
252455,663926,PAISLEY ROAD WEST,G52 3SJ,Free
252455,663926,PAISLEY ROAD WEST,G52 3SJ,Free
252455,663926,PAISLEY ROAD WEST,G52 3SJ,Free
252455,663926,PAISLEY ROAD WEST,G52 3SJ,Free
252455,663926,PAISLEY ROAD WEST,G52 3SJ,Free
253313,663836,PAISLEY ROAD WEST,G52 3SX,Surcharging
253525,663893,PAISLEY ROAD WEST,G52 3TP,Free
253311,663874,PAISLEY ROAD WEST,G52 3TW,Free
251499,664618,GLEDDOCH ROAD,G52 4BD,Free
252201,665352,Hillington Road,G52 4BL,Free
252033,664929,Linburn Place,G52 4EZ,Surcharging
252209,665073,Carnegie Road,G52 4NY,Surcharging
252733,662083,Leithland Road,G53 5AT,Free
252733,662083,Leithland Road,G53 5AT,Free
252729,662273,LEITHLAND ROAD,G53 5AX,Free
253593,662263,/ Braidcraft Terrace,G53 5EB,Free
253593,662263,Braidcraft Terrace,G53 5EB,Free
253250,661536,BRAIDCRAFT PLACE,G53 5EU,Free
253053,662068,LEVERNSIDE ROAD,G53 5NH,Free
253053,662068,Levernside Road,G53 5NH,Free
252268,662483,Beltrees Road,G53 5TF,Surcharging
252661,662941,LYONCROSS ROAD,G53 5UW,Free
253051,661468,HAUGHBURN ROAD,G53 6AB,Surcharging
253363,661208,Barrhead Road,G53 6AG,Free
253363,661208,Silverburn Shopping Centre,G53 6AG,Free
252740,660919,HOUSEHILLWOOD ROAD,G53 6BX,Free
252740,660919,Househillwood Road,G53 6BX,Free
253097,661324,BARRHEAD ROAD,G53 6EQ,Free
253197,661374,COWGLEN ROAD,G53 6EW,Free
253197,661374,COWGLEN ROAD,G53 6EW,Free
252082,660631,CRAIGBANK DRIVE,G53 6RA,Surcharging
252184,660422,NITSHILL ROAD,G53 7BL,Free
252164,660299,Nitshill Road,G53 7BW,Surcharging
252080,661257,/ Barrhead Road,G53 7DA,Free
253372,659310,"Darnley Mains Road, Darnley, GLASGOW",G53 7RH,Free
252648,660038,Nitshill Road,G53 7RZ,Surcharging
252098,662499,CROOKSTON,G53 7TZ,Free
247355,671978,FREELANDS PLACE,G60 5ED,Free
246485,673019,DUMBARTON ROAD,G60 5JH,Surcharging
246182,673101,Dunbarton Road,G60 5JW,Free
246611,672811,Dumbarton Road,G60 5LJ,Free
253297,670834,/ Spey Road,G61 1LF,Free
253962,670809,MONREITH AVENUE,G61 1NL,Surcharging
254944,671009,Merryhill Road,G61 1QP,Free
254998,671585,Milngavie Road,G61 2DW,Free
254306,672082,ROMAN ROAD,G61 2SP,Free
254306,672082,ROMAN ROAD,G61 2SP,Free
254306,672082,ROMAN ROAD,G61 2SP,Free
255066,671795,Milngavie Road,G61 2TX,Free
255066,671795,Milngavie Road,G61 2TX,Free
255138,672224,Milngavie Road,G61 3DY,Surcharging
254159,673321,Stockiemuir Avenue,G61 3JJ,Free
253651,673755,Stockiemuir Road,G61 3SE,Free
254316,671765,Station Road,G61 4AN,Free
253201,672710,Kenilworth Crescent,G61 4HU,Surcharging
253201,672710,Kenilworth Crescent Bearsden,G61 4HU,Free
253170,672868,LEDI DRIVE,G61 4JJ,Free
253270,673548,Baljaffray Shopping Centre,G61 4RN,Free
255768,674373,Glasgow Road,G62 6AQ,Free
255298,673991,SOUTH MAINS ROAD,G62 6DB,Free
255466,674278,GAVINS HILL ROAD,G62 6NB,Free
255311,674465,DOUGLAS STREET,G62 6PB,Free
255311,674465,DOUGLAS STREET,G62 6PB,Free
255311,674465,DOUGLAS STREET,G62 6PB,Free
254436,675093,CRAIGASH ROAD,G62 7BP,Free
254554,674534,CARBETH ROAD,G62 7PR,Free
255418,674505,STATION ROAD,G62 8AB,Free
255418,674505,STATION ROAD,G62 8AB,Free
247466,688605,STIRLING ROAD,G63 0BN,Free
254611,688921,Buchanan Street,G63 0TF,Free
252579,685743,Main Street,G63 9RH,Free
262160,670420,WOODHILL ROAD,G64 1DH,Surcharging
262160,670420,Woodhill Road,G64 1DH,Free
262128,669377,AUCHINAIRN ROAD,G64 1JH,Surcharging
262357,669480,Woodhill Road,G64 1JN,Surcharging
261769,669417,AUCHINAIRN ROAD,G64 1NG,Surcharging
261709,669385,Auchinairn Road,G64 1NQ,Free
260944,670077,KIRKINTILLOCH ROAD,G64 2AB,Free
261884,671864,Kirkintilloch Road,G64 2HS,Free
261015,670241,KIRKINTILLOCH ROAD,G64 2LS,Free
261632,671423,Kirkintilloch Road,G64 2PT,Free
261632,671423,Kirkintilloch Road,G64 2PT,Free
262603,671448,Westhill Road,G64 2QT,Free
261048,670199,THE TRIANGLE SHOPPING CENTRE,G64 2TR,Free
262125,671957,Strathkelvin Retail Pk,G64 2TS,Free
260864,671075,Sohal licenced Grocers,G64 3BY,Surcharging
261962,673993,Main Street,G64 4EX,Free
271771,677848,Main Street,G65 0AH,Free
272037,677606,DEACONS ROAD,G65 0BN,Free
271029,677944,GLASGOW ROAD,G65 9AE,Free
270974,678082,BALMALLOCH ROAD,G65 9AJ,Free
269490,677525,a Meadowside Road Queenzieburn Kilsyth,G65 9EH,Surcharging
270010,675283,Glenshirve Road,G65 9TA,Free
264596,673832,() (Santander) Glasgow Road,G66 1BG,Free
265317,674052,COWGATE,G66 1HW,Free
265317,674052,Cow Gate,G66 1HW,Free
265317,674052,Cow Gate,G66 1HW,Free
265317,674052,COWGATE,G66 1HW,Free
265354,673924,REGENT STREET,G66 1JH,Free
265429,673874,COWGATE,G66 1JU,Free
265429,673874,COWGATE,G66 1JU,Free
265429,673874,Cowgate,G66 1JU,Free
265429,673874,COWGATE,G66 1JU,Free
265429,673874,COWGATE,G66 1JU,Free
265429,673842,COWGATE,G66 1JX,Free
265429,673842,COWGATE,G66 1JX,Free
265429,673842,COWGATE,G66 1JX,Free
265509,673647,Shamrock Street Kirkintilloch,G66 1RA,Free
266719,673651,Lammermoor Road,G66 2AY,Surcharging
266094,674239,Hillhead Rd,G66 2HY,Free
266327,674274,HILLHEAD ROAD,G66 2JD,Surcharging
266230,673917,NEWDYKE ROAD,G66 2PX,Free
266768,672714,WOODIELEE VILLAGE STORE,G66 3EW,Surcharging
267016,674186,MERKLAND DRIVE,G66 3SJ,Free
264546,672417,Boghead Road,G66 4EF,Free
265363,672177,Kirkintilloch Road,G66 4LD,Free
265435,672975,Gallowhill Road Lenzie Kirkintilloch,G66 4QE,Free
265512,673026,Gallowhill Road,G66 4QG,Free
265512,673026,Gallowhill Road Lenzie Kirkintilloch,G66 4QG,Free
265664,671853,Millerneuk Road,G66 5JD,Free
262663,677938,Main Street,G66 7HA,Free
262685,677908,MAIN STREET,G66 7JJ,Free
265254,676719,Antermony Road,G66 8DB,Free
265254,676719,Antermony Road,G66 8DB,Free
276210,675164,Seafar Service Station,G67 1AP,Free
276205,674574,North Carbrain Road,G67 1BD,Free
275770,674468,TAY WALK,G67 1DE,Free
275770,674468,TAY WALK,G67 1DE,Free
275770,674468,TAY WALK,G67 1DE,Free
275770,674468,TAY WALK,G67 1DE,Free
275787,674453,SPEY WALK,G67 1DJ,Free
275787,674453,Spey Walk,G67 1DJ,Free
275787,674453,Spey Walk,G67 1DJ,Free
275246,674259,LIDDEL ROAD,G67 1JD,Surcharging
275948,674443,UNIT TRYST ROAD,G67 1JW,Free
275948,674443,UNIT TRYST ROAD,G67 1JW,Free
275948,674443,UNIT TRYST ROAD,G67 1JW,Free
275948,674443,UNIT TRYST ROAD,G67 1JW,Free
275948,674443,Tryst Rd,G67 1JW,Free
275948,674443,Tryst Rd,G67 1JW,Free
275948,674443,Tryst Rd,G67 1JW,Free
275759,674837,a Fleming Road,G67 1LG,Surcharging
275897,674583,CENTRAL WAY,G67 1NG,Free
275897,674583,CENTRAL WAY,G67 1NG,Free
275897,674583,TEVIOT WALK,G67 1NG,Free
275897,674583,TEVIOT WALK,G67 1NG,Free
275897,674583,TEVIOT WALK,G67 1NG,Free
275897,674583,Central Way,G67 1NG,Free
274983,673933,WESTRAY COURT,G67 1NW,Surcharging
276844,675356,BRAEHEAD ROAD,G67 2DE,Surcharging
276903,675146,Afton Road,G67 2EU,Free
276803,674744,Clouden Road,G67 2JD,Surcharging
276420,674554,Glenhove Road,G67 2LA,Surcharging
276308,673849,South Carbrain Road,G67 2PL,Surcharging
276846,676128,Main Street,G67 2RS,Free
278254,675826,PINE ROAD,G67 3BE,Free
278547,676129,Hornbeam Road,G67 3NG,Surcharging
278087,675049,Abronhill Service Station,G67 3PD,Free
275002,673185,LOCHINVAR ROAD,G67 4AR,Surcharging
273509,673370,"H Main Road, Condorrat",G67 4BS,Free
273518,673281,MAIN ROAD,G67 4BT,Free
273455,673219,Main Road,G67 4DY,Surcharging
273321,673123,Condorrat Service Station,G67 4DZ,Free
274070,673053,Achray Road,G67 4JH,Surcharging
277212,676727,A Wardpark,G68 0BJ,Free
273831,675407,AUCHINBEE WAY,G68 0EZ,Free
275853,676114,Gailes Road,G68 0JJ,Free
272996,673408,Westfield Drive,G68 9HJ,Surcharging
273496,674180,Craiglinn Park Road,G68 9JY,Free
271575,672295,Old Quarry Road,G68 9NB,Free
269816,670931,AUCHENGEICH GARDENS,G69 0EF,Surcharging
269870,670936,Blackwoods Crescent,G69 0EN,Free
269546,670655,Glenmanor Avenue,G69 0LB,Free
268028,663929,a Main Street Baillieston,G69 6AE,Free
268028,663929,Main Street,G69 6AE,Free
268232,664103,Main Street Baillieston,G69 6AG,Free
268108,664001,Main Street,G69 6AH,Free
267960,664292,EDINBURGH ROAD,G69 6DD,Free
268249,664568,SWINTON ROAD,G69 6DP,Free
267627,663890,GLASGOW ROAD,G69 6JT,Free
267463,664331,Thornbridge Road,G69 6RR,Surcharging
267863,663922,MAIN STREET,G69 6SQ,Free
267863,663922,MAIN STREET,G69 6SQ,Free
267863,663922,MAIN STREET,G69 6SQ,Free
267863,663922,MAIN STREET,G69 6SQ,Free
267254,663517,OLD WOOD ROAD,G69 7AG,Surcharging
268271,663988,RAVENSWOOD ROAD,G69 7HU,Free
268271,663988,RAVENSWOOD ROAD,G69 7HU,Free
269777,664579,Coatbridge Road,G69 7PQ,Surcharging
269940,663930,ROSEBANK TERRACE,G69 7SG,Free
269896,664156,EDWARD STREET,G69 7SY,Surcharging
270784,663534,BARRBRIDGE ROAD,G69 7TZ,Surcharging
270470,667829,Craignethan Drive,G69 8AE,Free
269794,668089,a Old Gartloch Road,G69 8EU,Free
269604,669707,Drumcavel Road,G69 8HP,Free
268259,669435,Cumbernauld Road,G69 9AA,Free
268141,669381,CUMBERNAULD ROAD,G69 9AB,Surcharging
268473,669519,CUMBERNAULD ROAD,G69 9DX,Free
268663,669563,CUMBERNAULD ROAD,G69 9NB,Free
271379,661388,MARKET PLACE,G71 5AL,Surcharging
271379,661388,MARKET PLACE,G71 5AL,Free
271732,661862,Juniper Road,G71 5BD,Surcharging
271227,662119,Laburnum Road,G71 5NG,Surcharging
269919,661761,THORNIEWOOD ROAD,G71 5QQ,Surcharging
269008,662260,OLD EDINBURGH ROAD,G71 6BH,Free
270082,661715,Old Edinburgh Road,G71 6BP,Free
271194,661074,Old Edinburgh Road,G71 6HF,Surcharging
271194,661074,Old Edinburgh Road,G71 6HF,Free
270632,661247,Units,G71 6PG,Free
269620,660391,Main Street,G71 7EP,Free
269617,660032,BOSWELL ROAD,G71 7ET,Free
269617,660032,Bothwell Road,G71 7ET,Free
269579,660554,MAIN STREET,G71 7EW,Free
269616,660602,Main Street,G71 7LR,Free
269647,660404,MAIN STREET,G71 7LS,Free
269647,660404,MAIN STREET,G71 7LS,Free
269647,660404,MAIN STREET,G71 7LS,Free
269691,660557,Old Mill Road,G71 7PF,Free
269930,659747,BOTHWELL ROAD,G71 7TW,Free
270795,659957,FALLSIDE ROAD,G71 8BG,Free
270795,659957,M Southbound,G71 8BG,Surcharging
270432,658546,MAIN STREET,G71 8ER,Free
270142,659344,Woodlands Ave,G71 8PY,Free
270531,658498,Main Street,G71 8RD,Free
268573,655794,Dunnet Court,G72 0DE,Free
268326,656676,MAIN STREET,G72 0DL,Free
268172,656131,Hamilton International Technical Park,G72 0FD,Free
268488,656086,Unit Technology Ave Hamilton Intnl Tech Park,G72 0HT,Free
268901,656025,East Avenue,G72 0JB,Free
267970,656016,Stephenson Place,G72 0LH,Free
269171,657027,Aunchinraith Road,G72 0PU,Surcharging
268844,657624,Glasgow Road,G72 0YS,Free
264241,660869,Bridge Street,G72 7EA,Free
264241,660869,Bridge Street,G72 7EA,Free
264120,660575,MAIN STREET,G72 7EN,Free
264278,660571,MAIN STREET,G72 7HB,Free
265486,659869,HAMILTON ROAD,G72 7PD,Free
265643,659707,JAI LICENCED GROCERS,G72 7PH,Free
265643,659707,Hamilton Road,G72 7PH,Free
265550,659761,Hamilton Road,G72 7PJ,Free
267042,660570,Newton Brae,G72 7UW,Free
266406,659314,HAMILTON ROAD,G72 7XR,Free
263584,660773,Buchanan Drive,G72 8HE,Surcharging
264599,660056,GLEBE PLACE,G72 8LJ,Surcharging
263581,659485,WESTERN ROAD,G72 8PE,Free
264885,660188,School Avenue,G72 8PJ,Free
265054,659589,Woodland Crescent,G72 8SB,Surcharging
269288,658114,STATION ROAD,G72 9BW,Surcharging
268871,658146,Farm Road,G72 9DT,Free
268460,658234,Coatshill Ave,G72 9LE,Free
268702,657666,STONEFIELD ROAD,G72 9PQ,Free
268291,657818,FERNSLEA AVENUE,G72 9PT,Free
268179,657166,Stonefield Rd,G72 9SD,Free
261641,661777,FARMELOAN ROAD,G73 1DN,Surcharging
260817,661632,Burnhill Street,G73 1ES,Surcharging
261782,662540,DALMARNOCH ROAD,G73 1NY,Free
260745,660586,Kings Park Avenue,G73 2AL,Free
261533,661703,Main Street,G73 2HG,Free
261533,661703,MAIN STREET,G73 2HG,Free
261533,661703,MAIN STREET,G73 2HG,Free
261574,661704,MAIN STREET,G73 2HH,Free
261570,661651,MAIN STREET,G73 2HP,Free
261570,661651,MAIN STREET,G73 2HP,Free
261570,661651,Main Street,G73 2HP,Free
261570,661651,Main Street,G73 2HP,Free
261448,661652,MAIN STREET,G73 2HT,Free
261448,661652,Main Street,G73 2HT,Free
261448,661652,Main Street,G73 2HT,Free
261235,661656,MAIN STREET,G73 2HY,Free
261306,661633,MAIN STREET,G73 2HZ,Free
261306,661633,MAIN STREET,G73 2HZ,Free
261587,661651,Main Street,G73 2JD,Free
261146,661708,MAIN STREET,G73 2JF,Free
261146,661708,MAIN STREET,G73 2JF,Free
261146,661708,MAIN STREET,G73 2JF,Free
261540,661591,Main Street,G73 2LS,Surcharging
261687,661687,"GHSL LTD, LONDIS GULF FS",G73 3AA,Free
262630,661422,HAMILTON ROAD,G73 3BB,Surcharging
261712,661533,Hamilton Road Rutherglen,G73 3DG,Free
262105,660660,STONELAW ROAD,G73 3RJ,Free
262112,660509,Stonelaw Road,G73 3SA,Free
262137,660429,STONELAW ROAD,G73 3SB,Free
261433,660093,Drumilaw Road,G73 4NS,Surcharging
262692,660493,Dukes Road,G73 5AF,Surcharging
262692,660493,Dukes Road,G73 5AF,Free
262947,659606,Lovat Place,G73 5HS,Surcharging
262769,659141,SKYE ROAD,G73 5JZ,Surcharging
263092,659109,Braemar Road,G73 5LJ,Free
262921,654414,Blackland Road,G74 1BE,Free
261423,654599,Queensway,G74 1HE,Free
263617,654110,Cornwall Way,G74 1JR,Free
263556,654095,Princes Mall Town Centre,G74 1JU,Free
263564,654055,Princes Mall East Kilbride Shopping Centre,G74 1LB,Free
263564,654055,Princes Mall East Kilbride Shopping Centre,G74 1LB,Free
